title,url,session,session_url,sessionid,talkid
8:00 AM 334d Molecular Simulations to Characterize the Assembly and Transport of Biomolecules in Solution and at Lipid InterfacesPresenting Author: Samarthaben J. Patel,/aiche2020/event/68074ac251ad4c5e6829bb1af19de1ec,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,42.0
8:00 AM 334e Enabling Selective Conversion of Biomass Derived Oxygenates to C4-C5 Dienes,/aiche2020/event/68074ac251ad4c5e6829bb1af18a9cd1,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,43.0
8:00 AM 334f Gas-Liquid Separators:  Challenges and UncertaintiesPresenting Author: Michael Miranda,/aiche2020/event/68074ac251ad4c5e6829bb1af19b821a,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,44.0
8:00 AM 334h Rheological Characterization of Cellulose Nanomaterials for Quality Control and ProcessingPresenting Author: Jianshan Liao,/aiche2020/event/68074ac251ad4c5e6829bb1af18f5906,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,45.0
8:00 AM 334i Data-Driven Parameter Estimation of Hybrid Models,/aiche2020/event/68343d790f7c352bb87b5afa83e9b9cc,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,46.0
8:00 AM 334j Process Modeling and Optimization for Monoclonal Antibody ProductionPresenting Author: Ou Yang,/aiche2020/event/68074ac251ad4c5e6829bb1af1a025fc,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,47.0
8:00 AM 334k Single Atom Catalyst for Oxidation - Understanding Fundamentals of Synthesis and Reactivity,/aiche2020/event/68074ac251ad4c5e6829bb1af1a03b20,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,48.0
8:00 AM 334l Elucidating Structure-Function Relationships of Metal Oxides and Sulfides for Rational Catalyst Design,/aiche2020/event/68074ac251ad4c5e6829bb1af1a04c07,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,49.0
8:00 AM 334m Mucin Glycopolymers Prevent Microbial Virulence While Preventing the Development of Antibiotic ResistancePresenting Author: Caroline Werlang,/aiche2020/event/68074ac251ad4c5e6829bb1af18f9f2f,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,50.0
8:00 AM 334n Rational Design of Enzyme Immobilization for BiosensorsPresenting Author: Daniel Kienle,/aiche2020/event/68074ac251ad4c5e6829bb1af18a0280,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,51.0
8:00 AM 334o Operando Study and Analysis of Crystallization for Health Care and Energy ApplicationsPresenting Author: Paria Coliaie,/aiche2020/event/68074ac251ad4c5e6829bb1af18fa60d,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,52.0
8:00 AM 334p Device-Level Engineering of Electrocatalytic Reactors Under Practical Operating Conditions to Enable Sustainable Small-Molecule TransformationsPresenting Author: Kindle Williams,/aiche2020/event/68074ac251ad4c5e6829bb1af18b2152,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,53.0
8:00 AM 334q Modeling and Optimization Approaches for Process DevelopmentPresenting Author: Caroline Nielsen,/aiche2020/event/68074ac251ad4c5e6829bb1af19ed964,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,54.0
8:00 AM 334r Chemical Research and Development: Process Modeling and Machine LearningPresenting Author: Shiyan Wang,/aiche2020/event/68074ac251ad4c5e6829bb1af19aff2c,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,55.0
8:00 AM 334s Molecular Mechanisms of the AAA+ Protease Clpxp Characterized Using Single-Molecule Fluorescence Quenching,/aiche2020/event/68074ac251ad4c5e6829bb1af18fbe8b,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,56.0
8:00 AM 334t Paving the Way for Cybernetic Modeling of Biological Processes in Mammalian SystemsPresenting Author: Lina Aboulmouna,/aiche2020/event/68074ac251ad4c5e6829bb1af18fb5ed,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,57.0
8:00 AM 334u Lignin Depolymerization and Esterification By Carboxylic Acids to Produce Biodiesel,/aiche2020/event/68343d790f7c352bb87b5afa83e99dc9,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,58.0
8:00 AM 334v Automated Optimization and Control of Modular Chemical Systems,/aiche2020/event/68074ac251ad4c5e6829bb1af19b1acd,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,59.0
8:00 AM 334w Design of a High-Pressure Catalytic Photorreactor to Operate at Supercritical CO2 Conditions.,/aiche2020/event/9cb436f53c6ef5b504b0899a2b85f0d7,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,60.0
8:00 AM 334y Cross-Linked Nonwoven Fibers By Room-Temperature Cure Blowing and in Situ Photopolymerization,/aiche2020/event/68343d790f7c352bb87b5afa83e93d1d,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,61.0
8:00 AM 334z Magnetic Characterization and Quantification of Magnetic Nanoparticle Endocytosis Mechanisms By Particle Tracking Velocimetry,/aiche2020/event/68343d790f7c352bb87b5afa83e8a12a,"Meet the Industry Candidates Poster Session: Pharmaceutical Discovery, Development and Manufacturing Forum",/aiche2020/event/7d1b67152194cb166004d468df46282c,25,62.0
8:00 AM 318a Stochastic Simulations of Motion of Solute Molecules during the Process of Crystallization Yields the Rate Constants for the Processes of Crystallization,/aiche2020/event/283ce3bcb18028bc8c82272abb8159ed,Nucleation and Growth II,/aiche2020/event/14e248bc-9710-48bf-b68e-d685420b7cab,26,0.0
8:00 AM 318b Irreversible Inhibition of Barite Crystallization: A Unique Mechanism for Treating Scale Formation,/aiche2020/event/7d1b67152194cb166004d468df5296d5,Nucleation and Growth II,/aiche2020/event/14e248bc-9710-48bf-b68e-d685420b7cab,26,1.0
8:00 AM 318c Multi‐Step Crystallization of Self‐Organized Spiral Eutectics,/aiche2020/event/283ce3bcb18028bc8c82272abb4c72ab,Nucleation and Growth II,/aiche2020/event/14e248bc-9710-48bf-b68e-d685420b7cab,26,2.0
8:00 AM 318d Modeling Impurity-Mediated Crystal GrowthPresenting Author: Tobias Mazal,/aiche2020/event/283ce3bcb18028bc8c82272abb4f8809,Nucleation and Growth II,/aiche2020/event/14e248bc-9710-48bf-b68e-d685420b7cab,26,3.0
8:00 AM 318e Monte Carlo Simulations of Hydrothermal Metal Organic Framework (MOF) Crystal Growth,/aiche2020/event/283ce3bcb18028bc8c82272abb5995ae,Nucleation and Growth II,/aiche2020/event/14e248bc-9710-48bf-b68e-d685420b7cab,26,4.0
8:00 AM 318f The Role of Water in the Crystallisation and Nucleation of Glycine Homopeptides,/aiche2020/event/283ce3bcb18028bc8c82272abb5331ae,Nucleation and Growth II,/aiche2020/event/14e248bc-9710-48bf-b68e-d685420b7cab,26,5.0
8:00 AM 322a Data and Information Management Vision and Strategy Towards Pharma 4.0,/aiche2020/event/283ce3bcb18028bc8c82272abb5b4201,"Pharma 4.0: Digitalization, process modeling, and process control",/aiche2020/event/309f20fa-df3f-4b2d-94d1-2c37d1f2a820,27,0.0
8:00 AM 322b Data Driven Performance Measurement & Management in the External API NetworkPresenting Author: Daniel Perkins,/aiche2020/event/7d1b67152194cb166004d468df57ac1d,"Pharma 4.0: Digitalization, process modeling, and process control",/aiche2020/event/309f20fa-df3f-4b2d-94d1-2c37d1f2a820,27,1.0
8:00 AM 322c Real Time Dynamic Optimisation for Enhanced Product Quality in Bioprocesses,/aiche2020/event/283ce3bcb18028bc8c82272abb93ea2c,"Pharma 4.0: Digitalization, process modeling, and process control",/aiche2020/event/309f20fa-df3f-4b2d-94d1-2c37d1f2a820,27,2.0
8:00 AM 322d Condition Monitoring of Pharmaceutical Processes Under a Probabilistic Framework,/aiche2020/event/283ce3bcb18028bc8c82272abb8886f3,"Pharma 4.0: Digitalization, process modeling, and process control",/aiche2020/event/309f20fa-df3f-4b2d-94d1-2c37d1f2a820,27,3.0
8:00 AM 322e Pharma 4.0: Advanced Control and Cyber-Physical Security of Continuous Pharmaceutical Manufacturing Pilot-Plant,/aiche2020/event/283ce3bcb18028bc8c82272abb93f90f,"Pharma 4.0: Digitalization, process modeling, and process control",/aiche2020/event/309f20fa-df3f-4b2d-94d1-2c37d1f2a820,27,4.0
8:00 AM 322f Web Deployment of Mechanistic Models for Pharmaceutical Applications: Case Studies in Spray Drying and Distillation,/aiche2020/event/283ce3bcb18028bc8c82272abb9475d5,"Pharma 4.0: Digitalization, process modeling, and process control",/aiche2020/event/309f20fa-df3f-4b2d-94d1-2c37d1f2a820,27,5.0
"8:00 AM 498a Real-Time Modeling of Crystal Nucleation, Growth, and Breakage in an Agitated BioreactorPresenting Author: John A. Thomas",/aiche2020/event/7d1b67152194cb166004d468df4558a7,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals II,/aiche2020/event/9074bf5a-8373-46a5-b9e4-ed6d87951bc1,28,0.0
8:00 AM 498b CFD Predictions of Power Dissipation and Related Hydrodynamic Effects for a Retreat-Bladed Impeller in a Stirred Vessel Under Different Baffling Configuration,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e61fd70,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals II,/aiche2020/event/9074bf5a-8373-46a5-b9e4-ed6d87951bc1,28,1.0
8:00 AM 498c Predicting Filtration Performance By Studying the Pore Network of the Filter Cake: The Case of Needle-like Crystals,/aiche2020/event/283ce3bcb18028bc8c82272abb8d5a1f,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals II,/aiche2020/event/9074bf5a-8373-46a5-b9e4-ed6d87951bc1,28,2.0
8:00 AM 498d Modeling CHO Cell Glycosylation Process Using Dynamic Kriging,/aiche2020/event/7d1b67152194cb166004d468df455784,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals II,/aiche2020/event/9074bf5a-8373-46a5-b9e4-ed6d87951bc1,28,3.0
8:00 AM 498e Criticality and Characterization of Mass Transfer in Biocatalytic Oxidation Reactions across Scales,/aiche2020/event/7d1b67152194cb166004d468df45ac12,Predictive Scale-Up/Scale-Down for Production of Pharmaceuticals and Biopharmaceuticals II,/aiche2020/event/9074bf5a-8373-46a5-b9e4-ed6d87951bc1,28,4.0
8:00 AM 327a Kinetics of Friedel Crafts Acylation of 2-Methylfuran with Octanoic Anhydride and Al-MCM-41.,/aiche2020/event/283ce3bcb18028bc8c82272abb811e61,Reaction Chemistry and Engineering I,/aiche2020/event/7d1b67152194cb166004d468df5e52ef,29,0.0
8:00 AM 327b Advances in Catalytic Hydroprocessing for the Production of High Quality Lube Base StocksPresenting Author: Jason McMullan,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e5f7fd5,Reaction Chemistry and Engineering I,/aiche2020/event/7d1b67152194cb166004d468df5e52ef,29,1.0
8:00 AM 327c Catalytic Evaluation of Sulfated Metal Oxide Catalysts for the Solvent-Free Tert-Butylation of Phenol,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e5ee102,Reaction Chemistry and Engineering I,/aiche2020/event/7d1b67152194cb166004d468df5e52ef,29,2.0
8:00 AM 327d Artificial Neural Network Aided Scale-up of a Multi-Tubular Reactor for the Oxidative Dehydrogenation of Butylene to Butadiene,/aiche2020/event/283ce3bcb18028bc8c82272abb4dffca,Reaction Chemistry and Engineering I,/aiche2020/event/7d1b67152194cb166004d468df5e52ef,29,3.0
8:00 AM 327e A Paradigm Shift in Catalyst Stability for Toluene Alkylation with Methanol,/aiche2020/event/96868813093b2393058dcdb89de685d4,Reaction Chemistry and Engineering I,/aiche2020/event/7d1b67152194cb166004d468df5e52ef,29,4.0
8:00 AM 327f Activity Enhancement and Kinetics of  NH3 oxidation on Pt/Al2O3:Rate Enhancement By Ball Milling and Structure Senstivity Effects,/aiche2020/event/96868813093b2393058dcdb89debb4aa,Reaction Chemistry and Engineering I,/aiche2020/event/7d1b67152194cb166004d468df5e52ef,29,5.0
8:00 AM 327g Novel Multifunctional Organocatalysts and Continuous Flow Platform for Sustainable Chemical Transformation,/aiche2020/event/283ce3bcb18028bc8c82272abb583727,Reaction Chemistry and Engineering I,/aiche2020/event/7d1b67152194cb166004d468df5e52ef,29,6.0
9:00 AM Sponsored Technology Workshop - Microstructure Characterization for Drug Development: Novel AI Analytics and Release Prediction - DigiM Solution,/aiche2020/event/9cb436f53c6ef5b504b0899a2b869282,Sponsored Technology Workshop - Microstructure Characterization for Drug Development: Novel AI Analytics and Release Prediction - DigiM Solution,/aiche2020/event/e430bfac52a4e2f377e90ce3a860054f,30,0.0
8:00 AM 522a Comparison of Surrogate Modeling Techniques for Design Space Approximation and Surrogate-Based Optimization: Effect of Sampling Technique and Sample Size,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e652263,Advances in Machine Learning and Intelligent Systems II,/aiche2020/event/a59afc31-60ea-40fe-9aea-5b7ba05f6be6,31,0.0
8:00 AM 522c Investigating Performance Metrics and Machine Learning Models Towards Automating the Diagnosis of Membranous Nepthropathy,/aiche2020/event/283ce3bcb18028bc8c82272abb4ca02b,Advances in Machine Learning and Intelligent Systems II,/aiche2020/event/a59afc31-60ea-40fe-9aea-5b7ba05f6be6,31,1.0
8:00 AM 522d High-Throughput Adsorbent Screening for Gas Separation Via Artificial Neural Networks,/aiche2020/event/283ce3bcb18028bc8c82272abb498bd0,Advances in Machine Learning and Intelligent Systems II,/aiche2020/event/a59afc31-60ea-40fe-9aea-5b7ba05f6be6,31,2.0
8:00 AM 522e A Hybrid Modelling Framework for on-Line Data-Driven Modelling of Particle Processes,/aiche2020/event/283ce3bcb18028bc8c82272abb9ee2b8,Advances in Machine Learning and Intelligent Systems II,/aiche2020/event/a59afc31-60ea-40fe-9aea-5b7ba05f6be6,31,3.0
8:00 AM 522f Integration of Control with Process Operation through Reinforcement Learning,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e520e30,Advances in Machine Learning and Intelligent Systems II,/aiche2020/event/a59afc31-60ea-40fe-9aea-5b7ba05f6be6,31,4.0
8:00 AM 522g Control Lyapunov-Barrier Function-Based Predictive Control of Nonlinear Processes Using Real-Time Machine Learning Modeling,/aiche2020/event/96868813093b2393058dcdb89de45581,Advances in Machine Learning and Intelligent Systems II,/aiche2020/event/a59afc31-60ea-40fe-9aea-5b7ba05f6be6,31,5.0
8:00 AM 522h Constrained Reinforcement Learning for Process Optimization and Control,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e64c70d,Advances in Machine Learning and Intelligent Systems II,/aiche2020/event/a59afc31-60ea-40fe-9aea-5b7ba05f6be6,31,6.0
8:00 AM 459a Molecular Recognition and In Vivo Detection of Temozolomide and 5-Aminoimidazole-4-Carboxamide for Glioblastoma Using Fluorescent Nanosensors,/aiche2020/event/7d1b67152194cb166004d468df5a92a8,Application in Bio-Sensors,/aiche2020/event/f6a8a09b-5585-4607-a02f-027db46f140d,32,0.0
8:00 AM 459b An Enzymatic Electrochemical Biosensor for Real-Time Detection of Physiologically Relevant Nicotine Concentrations,/aiche2020/event/7d1b67152194cb166004d468df61694e,Application in Bio-Sensors,/aiche2020/event/f6a8a09b-5585-4607-a02f-027db46f140d,32,1.0
8:00 AM 459c Simulations Guide Optimization of Electroenzymatic Biosensors for Neurotransmitters and Enable Proper Interpretation of Sensor Response In Vivo,/aiche2020/event/283ce3bcb18028bc8c82272abb82cdea,Application in Bio-Sensors,/aiche2020/event/f6a8a09b-5585-4607-a02f-027db46f140d,32,2.0
8:00 AM 459d Theoretical and Experimental Studies on an Electrochemical Enzyme Immunosorbent Biosensor,/aiche2020/event/96868813093b2393058dcdb89dec3c1a,Application in Bio-Sensors,/aiche2020/event/f6a8a09b-5585-4607-a02f-027db46f140d,32,3.0
8:00 AM 459e HTL Derived Biochar and Graphene Nanoplatelets for Biosensor Applications,/aiche2020/event/283ce3bcb18028bc8c82272abb4fca5a,Application in Bio-Sensors,/aiche2020/event/f6a8a09b-5585-4607-a02f-027db46f140d,32,4.0
8:00 AM 459f Construction of a Red Emission Bodipy-Based Probe for Tracing Lysosomalviscosity Changes in Culture CellsPresenting Author: Baoxing Shen,/aiche2020/event/283ce3bcb18028bc8c82272abb832226,Application in Bio-Sensors,/aiche2020/event/f6a8a09b-5585-4607-a02f-027db46f140d,32,5.0
8:00 AM 459g Super Sensitive Cerium Oxide-Based Composite Sensor for the Detection of Hydroxyl Radicals,/aiche2020/event/283ce3bcb18028bc8c82272abb8e91df,Application in Bio-Sensors,/aiche2020/event/f6a8a09b-5585-4607-a02f-027db46f140d,32,6.0
8:00 AM 459h High Throughput Antibiotic Susceptibility Testing with Optical Nanosensors,/aiche2020/event/7d1b67152194cb166004d468df610834,Application in Bio-Sensors,/aiche2020/event/f6a8a09b-5585-4607-a02f-027db46f140d,32,7.0
8:00 AM 403a High-Throughput Approach to Studying Adsorption on Zeolite Surfaces,/aiche2020/event/283ce3bcb18028bc8c82272abb5f40a7,Applications of Data Science to High Throughput Experimentation,/aiche2020/event/702da695-1d82-4cd3-8c83-26e1ebd138b5,33,0.0
8:00 AM 403b Machine Learning-Guided Flow Synthesis of Inorganic Metal Halide Perovskite Quantum Dots,/aiche2020/event/283ce3bcb18028bc8c82272abb8f608b,Applications of Data Science to High Throughput Experimentation,/aiche2020/event/702da695-1d82-4cd3-8c83-26e1ebd138b5,33,1.0
8:00 AM 403c High-Throughput and Data-Driven Strategies for the Design of Deep Eutectic Solvent Electrolytes,/aiche2020/event/283ce3bcb18028bc8c82272abb8d4648,Applications of Data Science to High Throughput Experimentation,/aiche2020/event/702da695-1d82-4cd3-8c83-26e1ebd138b5,33,2.0
8:00 AM 403d Development of a Hybrid Model to Describe the Dynamics of a Partially Known System,/aiche2020/event/7d1b67152194cb166004d468df52017f,Applications of Data Science to High Throughput Experimentation,/aiche2020/event/702da695-1d82-4cd3-8c83-26e1ebd138b5,33,3.0
8:00 AM 403e Ffiber: Framework for Fluorescent Neuroimaging Based Experimental Routines,/aiche2020/event/283ce3bcb18028bc8c82272abb86d4d9,Applications of Data Science to High Throughput Experimentation,/aiche2020/event/702da695-1d82-4cd3-8c83-26e1ebd138b5,33,4.0
8:00 AM 403f Data-Driven Discovery of Polymeric Vehicles for Gene Editing:Serendipity-Inspired Design Directions.,/aiche2020/event/283ce3bcb18028bc8c82272abb8f5b73,Applications of Data Science to High Throughput Experimentation,/aiche2020/event/702da695-1d82-4cd3-8c83-26e1ebd138b5,33,5.0
8:00 AM 403g Artificial Intelligence-Assisted Full-Map Understanding of Strain Sensing Devices and Designated Predictions for Soft Robotic Systems,/aiche2020/event/283ce3bcb18028bc8c82272abb841ada,Applications of Data Science to High Throughput Experimentation,/aiche2020/event/702da695-1d82-4cd3-8c83-26e1ebd138b5,33,6.0
8:00 AM 528a Finite-Size Effects on the Chemical Potentials of Molecular Solids,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e5e53ef,Computational Approaches for API Process Development - Crystallization and Reaction,/aiche2020/event/e5b4d214-fb68-4066-ae6d-9e065b58bf5a,34,0.0
8:00 AM 528b Computer-Aided Design of Solvent Blends for the Crystallisation of Ibuprofen – Regulating Crystal Morphology By the Spiral Growth Model,/aiche2020/event/283ce3bcb18028bc8c82272abb98e952,Computational Approaches for API Process Development - Crystallization and Reaction,/aiche2020/event/e5b4d214-fb68-4066-ae6d-9e065b58bf5a,34,1.0
8:00 AM 528c Machine Learning for Thermodynamic Properties of Materials: Towards the Prediction of Solubility,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e52da15,Computational Approaches for API Process Development - Crystallization and Reaction,/aiche2020/event/e5b4d214-fb68-4066-ae6d-9e065b58bf5a,34,2.0
8:00 AM 528d Approaching Coupled Cluster Accuracy with a General-Purpose Neural Network PotentialPresenting Author: Olexandr Isayev,/aiche2020/event/96868813093b2393058dcdb89de6d3a8,Computational Approaches for API Process Development - Crystallization and Reaction,/aiche2020/event/e5b4d214-fb68-4066-ae6d-9e065b58bf5a,34,3.0
8:00 AM 528e Kinetic Modelling and Risk Assessment of an Exothermic Fed-Batch Reaction Using Calorimetry,/aiche2020/event/7d1b67152194cb166004d468df53c826,Computational Approaches for API Process Development - Crystallization and Reaction,/aiche2020/event/e5b4d214-fb68-4066-ae6d-9e065b58bf5a,34,4.0
8:00 AM 528f Kinetic Modeling of a Non-Homogeneous Metal-Catalyzed Reaction System for Drug Synthesis,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e56ab59,Computational Approaches for API Process Development - Crystallization and Reaction,/aiche2020/event/e5b4d214-fb68-4066-ae6d-9e065b58bf5a,34,5.0
8:00 AM 407a Calibration-Free Approach for End-Point Determination of a Challenging Powder Blending Process: Scientific Case Study,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e607e40,Control Strategies in Pharmaceutical Drug Product Development and Manufacturing,/aiche2020/event/65b31a52-7370-4e73-8e0d-892584792300,35,0.0
8:00 AM 407b Prediction of Entire Tablet Compositions from Pure Powder Spectra Using a Nonlinear Iterative Optimization Method,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e5ed822,Control Strategies in Pharmaceutical Drug Product Development and Manufacturing,/aiche2020/event/65b31a52-7370-4e73-8e0d-892584792300,35,1.0
8:00 AM 407c Real-Time Monitoring of Powder Mass Flowrates for MPC/PID Control of a Continuous Direct Compaction Tablet Manufacturing Process,/aiche2020/event/283ce3bcb18028bc8c82272abb52acd6,Control Strategies in Pharmaceutical Drug Product Development and Manufacturing,/aiche2020/event/65b31a52-7370-4e73-8e0d-892584792300,35,2.0
8:00 AM 407d Regulatory Case Studies on in-Process Controls and Scale up of Pharmaceutical Powder BlendingPresenting Author: Maotang Zhou,/aiche2020/event/7d1b67152194cb166004d468df438597,Control Strategies in Pharmaceutical Drug Product Development and Manufacturing,/aiche2020/event/65b31a52-7370-4e73-8e0d-892584792300,35,3.0
8:00 AM 407e Use of Process Data for Granule Moisture Estimation in the Consigma 25TM Semi-Continuous Fluid Bed Dryer,/aiche2020/event/96868813093b2393058dcdb89dedb828,Control Strategies in Pharmaceutical Drug Product Development and Manufacturing,/aiche2020/event/65b31a52-7370-4e73-8e0d-892584792300,35,4.0
8:00 AM 407f Monitoring Loss-in-Weight Pharmaceutical Feeders through State Estimation,/aiche2020/event/96868813093b2393058dcdb89dd5e86c,Control Strategies in Pharmaceutical Drug Product Development and Manufacturing,/aiche2020/event/65b31a52-7370-4e73-8e0d-892584792300,35,5.0
8:00 AM 478b Data-Driven Process Development and Scale-up of an Acetal Protection Reaction and Crystallization,/aiche2020/event/96868813093b2393058dcdb89dde638b,Integrated Design for Drug Substance Processes,/aiche2020/event/e454cd27-1805-4a5c-abbd-ce8a3bed1ab4,36,0.0
8:00 AM 478c Model Development for Enzymatic Reactive Crystallization of β-Lactam Antibiotics: A Reaction-Diffusion-Crystallization Approach.,/aiche2020/event/283ce3bcb18028bc8c82272abb95dcb6,Integrated Design for Drug Substance Processes,/aiche2020/event/e454cd27-1805-4a5c-abbd-ce8a3bed1ab4,36,1.0
"8:00 AM 478e Optimization of Process Risk, Cost, and Environmental Sustainability during Late Stage Drug Substance Control Strategy Development",/aiche2020/event/283ce3bcb18028bc8c82272abb5a2880,Integrated Design for Drug Substance Processes,/aiche2020/event/e454cd27-1805-4a5c-abbd-ce8a3bed1ab4,36,2.0
8:00 AM 478f Digital Design of an Intensified Filtration-Drying Unit for Continuous Manufacturing,/aiche2020/event/283ce3bcb18028bc8c82272abb86c882,Integrated Design for Drug Substance Processes,/aiche2020/event/e454cd27-1805-4a5c-abbd-ce8a3bed1ab4,36,3.0
8:00 AM 478g Integrated Filtration and Washing Modelling to Predict Continuous Isolation Performance,/aiche2020/event/7d1b67152194cb166004d468df51ab8f,Integrated Design for Drug Substance Processes,/aiche2020/event/e454cd27-1805-4a5c-abbd-ce8a3bed1ab4,36,4.0
8:00 AM 542a Continuous Mixing Technology: Development of Digital Twin,/aiche2020/event/96868813093b2393058dcdb89ddfb268,Integrated Design for Small and Large Molecule Process Development,/aiche2020/event/776a245c-3507-4006-8308-38c5d373260c,37,0.0
8:00 AM 542b Integrated Continuous API Purification and Direct Formulation of Drug Products Via Confined Suspension Agitated Bed Crystallization and Fluidized Bed Coating,/aiche2020/event/283ce3bcb18028bc8c82272abb8d6522,Integrated Design for Small and Large Molecule Process Development,/aiche2020/event/776a245c-3507-4006-8308-38c5d373260c,37,1.0
8:00 AM 542d Developing HME-Based Drug Products Using QbD and Emerging Science,/aiche2020/event/283ce3bcb18028bc8c82272abb98bdf3,Integrated Design for Small and Large Molecule Process Development,/aiche2020/event/776a245c-3507-4006-8308-38c5d373260c,37,2.0
8:00 AM 542e First-Principles Dynamic Simulation of an Integrated Continuous Biomanufacturing Platform,/aiche2020/event/283ce3bcb18028bc8c82272abb8d91d4,Integrated Design for Small and Large Molecule Process Development,/aiche2020/event/776a245c-3507-4006-8308-38c5d373260c,37,3.0
8:00 AM 542f A Comprehensive Investigation of Process Design and Parameters of Spray Dried Proteins,/aiche2020/event/283ce3bcb18028bc8c82272abb53b82f,Integrated Design for Small and Large Molecule Process Development,/aiche2020/event/776a245c-3507-4006-8308-38c5d373260c,37,4.0
8:00 AM 542g H2O2 Decontamination for Sterile Manufactruing: Impact of Sorption By Polymers on the Duration of Aeration,/aiche2020/event/283ce3bcb18028bc8c82272abb555fee,Integrated Design for Small and Large Molecule Process Development,/aiche2020/event/776a245c-3507-4006-8308-38c5d373260c,37,5.0
8:00 AM 426a Towards an Understanding of Fluid and Particle History in a Turbulent Mixing Tank Using Large Eddy Simulation: Examining Effect of Different Impeller Types.,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e60b660,Mixing Scale-Up and Scale-Down Issues in Pharmaceutical Processes,/aiche2020/event/529a6450-4ed0-4207-97df-73782b02751a,38,0.0
8:00 AM 426b Building the Predictive Process Engineering Toolbox to Define Mixing Parameters for Early-Stage Drug Product Manufacturing of Large Molecules,/aiche2020/event/74d8cf75e00c20cd8f09bd3f0e60a705,Mixing Scale-Up and Scale-Down Issues in Pharmaceutical Processes,/aiche2020/event/529a6450-4ed0-4207-97df-73782b02751a,38,1.0
